District,Chiefdom,Name of PHU,Community,School Name,School Enrollment,EMIS Number,School Status
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA,ALHARARRKAN PRIMARY SCHOOL BAFODIA,223,2309-2-05245,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL,192,2309-2-05246,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,BAFODIA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,301,2309-2-05247,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,KAMADAIN DAINA (WARA WARA BAFODIA),AL-HARRKAN PRIMARY SCHOOL,130,2309-2-05258,Old
KOINADUGU,WARA WARA BAFODIA,Bafodia CHC,KAPONPOH (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,215,2309-2-05267,Old
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KADANSO,WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,286,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAKONSO,ROMAN CATHOLIC PRIMARY SCHOOL,187,2309-2-05252,Old
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAYEMBON,ROMAN CATHOLIC PRIMARY SCHOOL,145,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kadanso MCHP,KAYENDA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,229,2309-2-05253,Old
KOINADUGU,WARA WARA BAFODIA,Kakondobi MCHP,KAKONDOBI (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,270,2309-2-05264,Old
KOINADUGU,WARA WARA BAFODIA,Kakondobi MCHP,KAKONDOBI (WARA WARA BAFODIA),ALHARARRKAN PRIMARY SCHOOL BAFODIA,219,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KAKOYA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,137,2309-2-05257,Old
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KAMAGBENGBE (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,141,2309-2-05259,Old
KOINADUGU,WARA WARA BAFODIA,Kakoya MCHP,KASAIPAINA (WARA WARA BAFODIA),"AL-HARRKAN PRIMARY SCHOOL,",142,2309-2-05255,Old
KOINADUGU,WARA WARA BAFODIA,Kapakie MCHP,KAMAKUMBA (WARA WARA BAFODIA),"N.B.C. PRIMARY SCHOOL, KAMAKUMBA",165,2309-2-05260,Old
KOINADUGU,WARA WARA BAFODIA,Kapakie MCHP,KAMAKUMBA (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL,292,2309-2-05262,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,KAKAMBA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,157,2309-2-05254,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,SAKUTA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,275,2309-2-05256,Old
KOINADUGU,WARA WARA BAFODIA,Sakuta MCHP,KADANKAN (WARA WARA BAFODIA),ROMAN CATHOLIC PRIMARY SCHOOL,339,2309-2-05268,Old
KOINADUGU,WARA WARA BAFODIA,Semamayia MCHP,SEREDUGU,WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,145,9999-9-99999,New
KOINADUGU,WARA WARA BAFODIA,Semamayia MCHP,SEIMANAYA (WARA WARA BAFODIA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY,192,2309-2-05270,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,ALUSANIYA,CRC KADIA PRIMARY SCHOOL,42,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,HEREMAKONO (WARA WARA YAGALA),BINTA'S ANGEL PRIMARY SCHOOL,95,2310-2-05289,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,HEREMAKONO (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,294,2310-2-05290,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,IGAIA (WARA WARA YAGALA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,200,2310-2-05338,Old
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,MAKURA,SERVICES ALUSANIYA PRIMARY SCHOOL,131,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Heremakono MCHP,MAKURA,SUNDAY FOUNDATION PRIMARY SCHOOL_new,270,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,BADAINBAYA (WARA WARA YAGALA),NURUL ISLAMIC PRIMARY SCHOOL,274,2310-2-05310,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,BANKOLIA KABALA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,271,2310-2-05276,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,BILLIMAIA (WARA WARA YAGALA),MOVEMENT OF FAITH ISLAMIC PRIMARY SCHOOL,205,2310-2-05322,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA (WARA WARA YAGALA),ANSARUL ISLAMIC PRIMARY SCHOOL,264,2310-2-05319,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA (WARA WARA YAGALA),MODERN FOUNDATION ACADEMY PRIMARY SCHOOL,275,2309-2-05272,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA BILIMAIA (WARA WARA YAGALA),THE LORD'S MISSION PRIMARY SCHOOL,175,2310-2-05281,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),BINTUMANI HIGH PRIMARYSCHOOL,134,2310-2-13634,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL JUNIOR,252,2310-2-05334,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA CENTRAL (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL JUNIOR,418,2310-2-05321,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA ISMAIA ROAD (WARA WARA YAGALA),MISSIONARY CHURCH OF AFRICA PRIMARY SCHOOL,130,2310-2-05320,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KABALA ISMAIA ROAD (WARA WARA YAGALA),UNITED METHODIST CHURCH PRIMARY SCHOOL,165,2310-2-05278,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KARAKOR SOKURALLA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,324,2310-2-05305,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO (WARA WARA YAGALA),SAINT JOSEPH CATHOLIC PRIMARY SCHOOL KATHOMBO II,397,2310-2-05326,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),COMATEH PRIMARY SCHOOL,159,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),GLORY INTERNATIONAL PRIMARY SCHOOL,38,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),KABALA SCHOOL FOR THE BLIND,41,2310-2-05327,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),MAF JAY PRIMARY SCHOOL,188,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),NASARRET PRIMARY SCHOOL,223,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Kabala Static,KATHOMBO II (WARA WARA YAGALA),SAMASAS ACCADEMY PRIMARY SCHOOL,68,2310-2-05294,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,KUREKUNEMAN VILLAGE (WARA WARA YAGALA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,207,2310-2-13638,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,ONE MILE RD. (WARA WARA YAGALA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,217,2310-2-13637,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,ONE MILE (WARA WARA YAGALA),SIERRA LEONE MUSLIMBROTHERHOOD PRIMARY SCHOOL,200,2310-2-13694,Old
KOINADUGU,WARA WARA YAGALA,Kabala Static,SANGAI COMPOUND (WARA WARA YAGALA),ALBART KORIO MEMORIAL PRIMARY SCHOOL,247,2310-2-13636,Old
KOINADUGU,WARA WARA YAGALA,Kayakor MCHP,KAYAKOH 1,ROMAN CATHOLIC PRIMARY SCHOOL,265,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Konkoba MCHP,KONKOBA (WARA WARA YAGALA),KI PRIMARY SCHOOL,317,2310-2-05301,Old
KOINADUGU,WARA WARA YAGALA,Konkoba MCHP,KONKOBA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,317,2310-2-05301,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,AFFIA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,386,2310-2-05308,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,MAMUDIAKURA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,274,2310-2-05306,Old
KOINADUGU,WARA WARA YAGALA,Mamudiakoro MHCP,SULAYIMANIA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,203,2310-2-05304,Old
KOINADUGU,WARA WARA YAGALA,Sarakoh MCHP,BENDUKURA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,73,2310-2-05288,Old
KOINADUGU,WARA WARA YAGALA,Sarakoh MCHP,SARAKOH (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,200,2310-2-05340,Old
KOINADUGU,WARA WARA YAGALA,Senekedugu,KANUKA (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,222,2310-2-05287,Old
KOINADUGU,WARA WARA YAGALA,Senekedugu,SENEKUDUGU (WARA WARA YAGALA),DISTRICT EDUCATION COUNCIL PRIMARY SCHOOL,397,2310-2-05303,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,CEMETERY ROAD (WARA WARA YAGALA),FORUM FOR AFRICAN WOMEN EDUCATIONIST PRIMARY SCHOOL,68,2310-2-05312,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA CEMETERY ROAD (WARA WARA YAGALA),EBENEZER COMPREHENSIVE PRIMARY SCHOOL,109,2310-2-05314,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),ABIE'S PEDDLE PRIMARY SCHOOL,377,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),BAPTIST PRIMARY SCHOOL NBC),97,2310-2-05285,Old
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),ROCK YOUR BABY PRIMARY SCHOOL,67,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Wara Wara Faith Clinic,KABALA GBAWURIA I (WARA WARA YAGALA),WESLEYAN CHURCH OF SIERRA LEONE PRIMARY SCHOOL.,944,2310-2-05286,Old
KOINADUGU,WARA WARA YAGALA,Yataya CHP,KAMASA,ROMAN CATHOLIC PRIMARY SCHOOL,245,9999-9-99999,New
KOINADUGU,WARA WARA YAGALA,Yataya CHP,KATHAWUYA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,127,2310-2-05296,Old
KOINADUGU,WARA WARA YAGALA,Yataya CHP,YATAYA/ YAGALA (WARA WARA YAGALA),ROMAN CATHOLIC PRIMARY SCHOOL,211,2310-2-05328,Old
BONTHE,BENDUCHA,BENDU CHC,BENDU,UMC PRIMARY SCHOOL - BENDU,194,9999-9-99999,Old
BONTHE,BENDUCHA,MINDOHUN MCHP,MINDOHUN,DEC PRIMARY SCHOOL -MINDOHUN,209,9999-9-99999,Old
BONTHE,BENDUCHA,MINDOHUN MCHP,MOKAINWA,SOLAR GRACE PRIMARY SCHOOL-MOKAINWA,264,9999-9-99999,Old
BONTHE,BENDUCHA,TAIGBE CHP,TAIGBE,RC PRIMARY SCHOOL-TAIGBE,219,9999-9-99999,Old
BONTHE,BENDUCHA,TAIGBE CHP,KPENDEHUN VILLAGE,ICS PRIMARY SCHOOL-KPENDEHUN VILLAGE,233,9999-9-99999,Old
BONTHE,BENDUCHA,GIEBINA CHP,MALEMA,DEC PRIMARY SCHOOL -MALEMA,113,9999-9-99999,Old
BONTHE,BENDUCHA,GIEBINA CHP,MOMOYA,UMC PRIMARY SCHOOL - MOMOYA,157,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,KONDOR,DEC PRIMARY SCHOOL -KONDOR,250,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,MOCHARLES,UBC PRIMARY SCHOOL-MOCHARLES,225,9999-9-99999,Old
BONTHE,BENDUCHA,MO-DAVIES,NGIYEHUN,ICS PRIMARY SCHOOL-NGIYEHUN,132,9999-9-99999,Old
BONTHE,BMC,BONTHE UNDER 5 CLINIC,BMC,ICS PRIMARY SCHOOL-BMC,357,9999-9-99999,Old
BONTHE,BMC,BONTHE UNDER 5 CLINIC,BMC,DEC PRIMARY SCHOOL-BMC,254,9999-9-99999,Old
BONTHE,BMC,SLRCS CHP,BMC,UMC PRIMARY SCHOOL-BMC,324,9999-9-99999,Old
BONTHE,BMC,SLRCS CHP,BMC,MINIMUL PRIMARY SCHOOL-BMC,338,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,ST JOSEPH PRIMARY SCHOOL - BMC,131,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,ST PATRICK PRIMARY SCHOOL-BMC,108,9999-9-99999,Old
BONTHE,BMC,ST JOSEPH CHP,BMC,SIERRA LEONE CHURCH AMALGAMATED PRIMARY SCHOOL,349,9999-9-99999,Old
BONTHE,BMC,YORK ISLAND CHP,YORK ISLAND,SLC PRIMARY SCHOOL- YORK ISLAND,98,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,DEC PRIMARY SCHOOL-MADINA,495,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,METHODIST PRIMARY SCHOOL-MADINA,219,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,LEVUMA,NATIONAL ISLAMIC PRIMARY SCHOOL-LEVUMA,344,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,GBESSEH,MISSION FOR SOULS PRIMARY SCHOOL-GBESSEH,88,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MOTIA 1,SLMB PRIMARY SCHOOL-MOTIA 1,244,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,KPANDEBU,SLMB PRIMARY SCHOOL-KPANDEBU,357,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MADINA,SLMB PRIMARY SCHOOL -MADINA,352,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,MALEMA,METHODIST PRIMARY SCHOOL-MALEMA,337,9999-9-99999,Old
BONTHE,BUM,MADINA CHC,YORNIE,SLMB PRIMARY SCHOOL -YORNIE,273,9999-9-99999,Old
BONTHE,BUM,KARLEH MCHP,KARLEH,ICS PRIMARY SCHOOL-KARLEH,236,9999-9-99999,Old
BONTHE,BUM,SOGBALLEH CHP,SOGBALLEH,ICS PRIMARY SCHOOL-SOGBALLEH,474,9999-9-99999,Old
BONTHE,BUM,SOGBALLEH CHP,BENGEH,SLMB PRIMARY SCHOOL-BENGEH,317,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,NGEPEHUN,RC PRIMARY SCHOOL-NGEPEHUN,310,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,JUDIA,ICS PRIMARY SCHOOL-JUDIA,235,9999-9-99999,Old
BONTHE,BUM,NGEPEHUN CHP,TONGIA,SLUIM PRIMARY SCHOOL-TONGIA,255,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,NYADEHUN 3,NEW APOSTOLIC PRIMARY SCHOOL-NYADEHUN 3,243,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,MENDE,NEW Life ACADEMY PRIMARY SCHOOL-MENDE,98,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,KANGA,RC PRIMARY SCHOOL-KANGA,239,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,MANIA,MANIA COMMUNITY PRIMARY SCHOOL-MANIA,272,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,ISLAMIC CALL SOCIETY PRIMARY SCHOOL,ISLAMIC CALL SOCIETY PRIMARY SCHOOL,229,9999-9-99999,Old
BONTHE,BUM,NGESSEHUN MCHP,NGESSEHUN,RC PRIMARY SCHOOL-NGESSEHUN,249,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,SIMBARU,RC PRIMARY SCHOOL-SIMBARU,381,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,MAAMI,RC PRIMARY SCHOOL-MAAMI,347,9999-9-99999,Old
BONTHE,BUM,MAAMI CHP,BENDU,SLMB PRIMARY SCHOOL-BENDU,277,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,METHODIST PRIMARY SCHOOL-TORMA,244,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,SLMB PRIMARY SCHOOL-TORMA,152,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,NATIONAL ISLAMIC PRIMARY SCHOOL-TORMA,274,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,KELLEH,COMMUNITY PRIMARY SCHOOL-KELLEH,75,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,WAAH,DEC PRIMARY SCHOOL-WAAH,57,9999-9-99999,Old
BONTHE,BUM,TORMA CHC,TORMA,RC PRIMARY SCHOOL-TORMA,125,9999-9-99999,Old
BONTHE,BUM,TASSOR CHP,TASSOR,DEC PRIMARY SCHOOL-TASSOR,270,9999-9-99999,Old
BONTHE,BUM,TASSOR CHP,FAKONO,DEC PRIMARY SCHOOL-FAKONO,182,9999-9-99999,Old
BONTHE,DEMA,TOMBAY CHP,TOMBAY,DEC PRIMARY SCHOOL-TOMBAY,229,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,YELLEH,DEC PRIMARY SCHOOL-YELLEH,218,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,NYANGAI,DEC PRIMARY SCHOOL-NYANGAI,161,9999-9-99999,Old
BONTHE,DEMA,TISSANA CHC,TISSANA,RC PRIMARY SCHOOL-TISSANA,430,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,130,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,MOOTHI,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-MOOTHI,180,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,BARKAY,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-BARKAY,100,9999-9-99999,Old
BONTHE,DEMA,BUMPETOKE CHP,SHE,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL-SHE,200,9999-9-99999,Old
BONTHE,DEMA,BAOMA MCHP,BAOMA,UMC PRIMARY SCHOOL-BAOMA,437,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAIA CHC,GBANGBAIA,UBC PRIMARY SCHOOL-GBANGBAIA,482,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAIA CHC,SEMABU,ICS PRIMARY SCHOOL-SEMABU,252,9999-9-99999,Old
BONTHE,IMPERI,MOKEPAY CHP,MOKEPAY,SLMB PRIMARY SCHOOL-MOKEPAY,154,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,GBANGBAMA,UBC PRIMARY SCHOOL- GBANGBAMA,109,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,FOINDA,SLMB PRIMARY -FOINDA,95,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,MADINA,UBC PRIMARY SCHOOL -MADINA,182,9999-9-99999,Old
BONTHE,IMPERI,GBANGBAMA CHC,YANGATOKE,KANKALAY ISLAMIC PRIMARY SCHOOL-YANGATOKE,125,9999-9-99999,Old
BONTHE,IMPERI,GAINDEMA CHP,GAINDEMA,RC PRIMARY SCHOOL -GAINDEMA,153,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,VICTORIA,UBC PRIMARY SCHOOL-VICTORIA,274,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,MATAKAN,DEC PRIMARY SCHOOL-MATAKAN,208,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,BOBASENI,KANKALAY ISLAMIC PRIMARY SCHOOL-BOBASENI,155,9999-9-99999,Old
BONTHE,IMPERI,VICTORIA CHP,TAESSOR,ICS PRIMARY SCHOOL-TAESSOR,66,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,MOMALIGIE,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL- MOMALIGIE,171,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,KANKAYLAY ISLAMIC PRIMARY SCHOOL,KANKAYLAY ISLAMIC PRIMARY SCHOOL,185,9999-9-99999,Old
BONTHE,IMPERI,YARGOI CHC,YARGOI,RC PRIMARY SCHOOL-YARGOI,312,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,JANGALLOR,UBC PRIMARY SCHOOL-JANGALLOR,158,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,MOKING,COMMUNITY PRIMARY SCHOOL-MOKING,92,9999-9-99999,Old
BONTHE,IMPERI,JANGALLOR CHP,GBANAGBA,SLMB PRIMARY SCHOOL-GBANAGBA,112,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MBELEBU SECTION,ADAKOVIE PRIMARY SCHOOL-MBELEBU SECTION,328,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN(Grace Memorial Pri Sch),EVERY NATION PRIMARY SCHOOL-TORKPOI TOWN(Grace Memorial Pri Sch),427,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN,EAGLE PRIMARY SCHOOL-TORKPOI TOWN,385,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,TORKPOI TOWN,ADOLUSIA PRIMARY SCHOOL-TORKPOI TOWN,350,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MATTA SECTION,UBC PRIMARY SCHOOL -MATTA SECTION,429,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,ANZARUL PRIMARY SCHOOL,178,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,EVERY NATION/AA PRIMARY SCHOOL,294,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,KANKALAY PRIMARY SCHOOL,286,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,ICS PRIMARY SCHOOL,481,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,CLJC PRIMARY SCHOOL,254,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,RC BOYS PRIMARY SCHOOL,411,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,AHMADIYYA PRIMARY SCHOOL,227,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,LOGOS PRIMARY SCHOOL,496,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBATOWN,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MORIBATOWN,270,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,SAINT JAMES ROMAN CATHOLIC PRIMARY SCHOOL,420,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,UNITED METHODIST CHURCH PRIMARY SCHOOL,280,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,YOUNG WOMEN CHRISTIAN ASSOCIATION PRIMARYSCHOOL,520,9999-9-99999,Old
BONTHE,IMPERI,MORIBA TOWN CHC,MORIBA TOWN,NEW HARVEST PRIMARY SCHOOL,180,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,UBC PRIMARY SCHOOL-MOGBWEMO,262,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,AHMADIYYA PRIMARY SCHOOL-MOGBWEMO,337,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,FAWE PRIMARY SCHOOL-MOGBWEMO,303,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,KANKALAY ISLAMIC PRIMARY SCHOOL-MOGBWEMO,312,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,ST PAUL RC PRIMARY SCHOOL-MOGBWEMO,293,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,EVERY NATION ACADEMY PRIMARY SCHOOL,320,9999-9-99999,Old
BONTHE,IMPERI,MOGBWEMO CHC,MOGBWEMO,SHEKU KAWA INTERNATIONAL ACADEMY PRIMARY SCHOOL,150,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,LA,ICS PRIMARY SCHOOL-JUNCTION-LA,262,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,GANGAMA,UBC PRIMARY SCHOOL-GANGAMA,261,9999-9-99999,Old
BONTHE,IMPERI,JUNCTION-LA MCHP,MOYEVEH,SLMB PRIMARY SCHOOL-MOYEVEH,103,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,UBC PRIMARY SCHOOL,196,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,KANKALAY PRIMARY SCHOOL-KANGA,131,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,NYANDEHUN,RC PRIMARY SCHOOL-NYANDEHUN,110,9999-9-99999,Old
BONTHE,IMPERI,MOKABA CHP,MOKABA,SLMB PRIMARY SCHOOL,120,9999-9-99999,Old
BONTHE,JONG,TISSANA CHP,TISSANA,DEC PRIMARY SCHOOL-TISSANA,75,9999-9-99999,Old
BONTHE,JONG,MONGEREWA MCHP,MONGEREWA,DEC PRIMARY SCHOOL-MONGEREWA,70,9999-9-99999,Old
BONTHE,JONG,MONGEREWA MCHP,VAAMA,DEC PRIMARY SCHOOL-VAAMA,139,9999-9-99999,Old
